Group1_key,ecatalogue_key,CatFullNumber,Present Sci name,Phylum,Class,Order,Family,Genus,Ocean,SeaGulf,BaySound,Country,ProvinceStateTerritory,DistrictCountyShire,Township,NearestNamedPlace,PreciseLocation,AquDepthFromMet,AquDepthToMet,ColDate,Year Collected,Collector,Lat,Long
102,102,IZ.096615,Crepidula plana,Mollusca,Gastropoda,Littorinimorpha,Calyptraeidae,Crepidula,Atlantic Ocean,,Long Island Sound,USA,Connecticut,New Haven County,West Haven,Savin Rock,Shallow intertidal just off Bradley Rocks and along Bradley Point.,0,1,6/15/17,2017,Elder,41.251039,-72.9572
103,103,IZ.096629,Urosalpinx cinerea,Mollusca,Gastropoda,Neogastropoda,Muricidae,Urosalpinx,Atlantic Ocean,,Long Island Sound,USA,Connecticut,New Haven County,West Haven,Savin Rock,Shallow intertidal just off Bradley Rocks and along Bradley Point.,0,1,6/15/17,2017,Elder,41.251039,-72.9572
104,104,IZ.096630,Littorina littorea,Mollusca,Gastropoda,Littorinimorpha,Littorinidae,Littorina,Atlantic Ocean,,Long Island Sound,USA,Connecticut,New Haven County,West Haven,Savin Rock,Shallow intertidal just off Bradley Rocks and along Bradley Point.,0,1,6/15/17,2017,Elder,41.251039,-72.9572
105,105,IZ.096780,Idotea balthica,Arthropoda,Malacostraca,Isopoda,Idoteidae,Idotea,Atlantic Ocean,,Long Island Sound,USA,Connecticut,New Haven County,West Haven,Savin Rock,Tidepools near Bradley Point rocks.,0,1,6/21/17,2017,Elder,41.251694,-72.957133
106,106,IZ.096784,Idotea balthica,Arthropoda,Malacostraca,Isopoda,Idoteidae,Idotea,Atlantic Ocean,,Long Island Sound,USA,Connecticut,New Haven County,West Haven,Savin Rock,Tidepools near Bradley Point rocks.,0,1,6/21/17,2017,Elder,41.251694,-72.957133
107,107,IZ.096786,Dyspanopeus sayi,Arthropoda,Malacostraca,Decapoda,Panopeidae,Dyspanopeus,Atlantic Ocean,,Long Island Sound,USA,Connecticut,New Haven County,West Haven,Savin Rock,Tidepools near Bradley Point rocks.,0,1,6/21/17,2017,Elder,41.251694,-72.957133
108,108,IZ.096806,Pagurus pollicaris,Arthropoda,Malacostraca,Decapoda,Paguridae,Pagurus,Atlantic Ocean,,Long Island Sound,USA,Connecticut,New Haven County,West Haven,Savin Rock,Tidepools near Bradley Point rocks.,0,1,6/26/17,2017,Elder,41.2517,-72.9572
109,109,IZ.096809,Hydractinia symbiopollicaris,Cnidaria,Hydrozoa,Hydroida,Hydractiniidae,Hydractinia,Atlantic Ocean,,Long Island Sound,USA,Connecticut,New Haven County,West Haven,Savin Rock,Tidepools near Bradley Point rocks.,0,1,6/26/17,2017,Elder,41.2517,-72.9572
110,110,IZ.096834,Neverita duplicata,Mollusca,Gastropoda,Littorinimorpha,Naticidae,Neverita,Atlantic Ocean,,Long Island Sound,USA,Connecticut,New Haven County,West Haven,Savin Rock,Tidepools near Bradley Point rocks.,0,1,6/26/17,2017,Elder,41.2517,-72.9572
111,111,IZ.096887,Pagurus pollicaris,Arthropoda,Malacostraca,Decapoda,Paguridae,Pagurus,Atlantic Ocean,,Long Island Sound,USA,Connecticut,New Haven County,West Haven,Savin Rock,Tidepools near Bradley Point rocks.,0,1,6/26/17,2017,Elder,41.2517,-72.9572
112,112,IZ.096945,Hemigrapsus sanguineus,Arthropoda,Malacostraca,Decapoda,Grapsidae,Hemigrapsus,Atlantic Ocean,,Long Island Sound,USA,Connecticut,New Haven County,West Haven,Savin Rock,Tidepools near Bradley Point rocks.,0,1,6/21/17,2017,Elder,41.251694,-72.957133
113,113,IZ.096967,Dyspanopeus sayi,Arthropoda,Malacostraca,Decapoda,Panopeidae,Dyspanopeus,Atlantic Ocean,,Long Island Sound,USA,Connecticut,New Haven County,West Haven,Savin Rock,Tidepools near Bradley Point rocks.,0,1,6/21/17,2017,Elder,41.251694,-72.957133
114,114,IZ.097004,Harpacticoida,Arthropoda,Copepoda,Harpacticoida,,,Atlantic Ocean,,Long Island Sound,USA,Connecticut,New Haven County,West Haven,Savin Rock,Tidepools near Bradley Point rocks.,0,1,6/21/17,2017,Elder,41.251694,-72.957133
115,115,IZ.097005,Edotea triloba,Arthropoda,Malacostraca,Isopoda,Idoteidae,Edotea,Atlantic Ocean,,Long Island Sound,USA,Connecticut,New Haven County,West Haven,Savin Rock,Tidepools near Bradley Point rocks.,0,1,6/21/17,2017,Elder,41.251694,-72.957133
116,116,IZ.097006,Enoplobranchus sanguineus,Annelida,Polychaeta,Terebellida,Terebellidae,Enoplobranchus,Atlantic Ocean,,Long Island Sound,USA,Connecticut,New Haven County,West Haven,Savin Rock,Tidepools near Bradley Point rocks.,0,1,6/26/17,2017,Elder,41.2517,-72.9572
117,117,IZ.097007,Enoplobranchus sanguineus,Annelida,Polychaeta,Terebellida,Terebellidae,Enoplobranchus,Atlantic Ocean,,Long Island Sound,USA,Connecticut,New Haven County,West Haven,Savin Rock,Tidepools near Bradley Point rocks.,0,1,6/26/17,2017,Elder,41.2517,-72.9572
118,118,IZ.097008,Lepidonotus sublevis,Annelida,Polychaeta,Phyllodocida,Polynoidae,Lepidonotus,Atlantic Ocean,,Long Island Sound,USA,Connecticut,New Haven County,West Haven,Savin Rock,Tidepools near Bradley Point rocks.,0,1,6/26/17,2017,Elder,41.2517,-72.9572
119,119,IZ.097010,Ampithoe valida,Arthropoda,Malacostraca,Amphipoda,Ampithoidae,Ampithoe,Atlantic Ocean,,Long Island Sound,USA,Connecticut,New Haven County,West Haven,Savin Rock,Tidepools near Bradley Point rocks.,0,1,6/21/17,2017,Elder,41.251694,-72.957133
120,120,IZ.097011,Ampithoe longimana,Arthropoda,Malacostraca,Amphipoda,Ampithoidae,Ampithoe,Atlantic Ocean,,Long Island Sound,USA,Connecticut,New Haven County,West Haven,Savin Rock,Tidepools near Bradley Point rocks.,0,1,6/21/17,2017,Elder,41.251694,-72.957133
121,121,IZ.097012,Clathria prolifera,Porifera,Demospongiae,Poecilosclerida,Microcionidae,Clathria,Atlantic Ocean,,Long Island Sound,USA,Connecticut,New Haven County,West Haven,Savin Rock,Tidepools near Bradley Point rocks.,0,1,6/21/17,2017,Elder,41.251694,-72.957133
122,122,IZ.097013,Crepidula fornicata,Mollusca,Gastropoda,Littorinimorpha,Calyptraeidae,Crepidula,Atlantic Ocean,,Long Island Sound,USA,Connecticut,New Haven County,West Haven,Savin Rock,Tidepools near Bradley Point rocks.,0,1,6/21/17,2017,Elder,41.251694,-72.957133
123,123,IZ.097014,Actiniaria,Cnidaria,Anthozoa,Actiniaria,,,Atlantic Ocean,,Long Island Sound,USA,Connecticut,New Haven County,West Haven,Savin Rock,Tidepools near Bradley Point rocks.,0,1,6/21/17,2017,Elder,41.251694,-72.957133
124,124,IZ.097031,Dyspanopeus sayi,Arthropoda,Malacostraca,Decapoda,Panopeidae,Dyspanopeus,Atlantic Ocean,,Long Island Sound,USA,Connecticut,New Haven County,West Haven,Savin Rock,Tidepools near Bradley Point rocks.,0,1,6/21/17,2017,Elder,41.251694,-72.957133
125,125,IZ.097032,Busycotypus canaliculatus,Mollusca,Gastropoda,Neogastropoda,Melongenidae,Busycotypus,Atlantic Ocean,,Long Island Sound,USA,Connecticut,New Haven County,West Haven,Savin Rock,Tidepools near Bradley Point rocks.,0,1,6/26/17,2017,Elder,41.2517,-72.9572
126,126,IZ.097038,Dyspanopeus sayi,Arthropoda,Malacostraca,Decapoda,Panopeidae,Dyspanopeus,Atlantic Ocean,,Long Island Sound,USA,Connecticut,New Haven County,West Haven,Savin Rock,Tidepools near Bradley Point rocks.,0,1,6/21/17,2017,Elder,41.251694,-72.957133
127,127,IZ.097039,Geukensia demissa,Mollusca,Bivalvia,Mytiloida,Mytilidae,Geukensia,Atlantic Ocean,,Long Island Sound,USA,Connecticut,New Haven County,West Haven,Savin Rock,Shallow intertidal just off Bradley Rocks and along Bradley Point.,0,1,6/15/17,2017,Elder,41.251039,-72.9572
128,128,IZ.097050,Polinices immaculatus,Mollusca,Gastropoda,Littorinimorpha,Naticidae,Polinices,Atlantic Ocean,,Long Island Sound,USA,Connecticut,New Haven County,West Haven,Savin Rock,Tidepools near Bradley Point rocks.,0,1,6/26/17,2017,Elder,41.2517,-72.9572
129,129,IZ.097051,Pagurus longicarpus,Arthropoda,Malacostraca,Decapoda,Paguridae,Pagurus,Atlantic Ocean,,Long Island Sound,USA,Connecticut,New Haven County,West Haven,Savin Rock,Tidepools near Bradley Point rocks.,0,1,6/26/17,2017,Elder,41.2517,-72.9572
130,130,IZ.097052,Libinia dubia,Arthropoda,Malacostraca,Decapoda,Pisidae,Libinia,Atlantic Ocean,,Long Island Sound,USA,Connecticut,New Haven County,West Haven,Savin Rock,Tidepools near Bradley Point rocks.,0,1,6/26/17,2017,Elder,41.2517,-72.9572
131,131,IZ.097053,Ilyanassa obsoleta,Mollusca,Gastropoda,Neogastropoda,Nassariidae,Ilyanassa,Atlantic Ocean,,Long Island Sound,USA,Connecticut,New Haven County,West Haven,Savin Rock,Tidepools near Bradley Point rocks.,0,1,6/26/17,2017,Elder,41.2517,-72.9572
132,132,IZ.097054,Crassostrea virginica,Mollusca,Bivalvia,Pterioida,Ostreidae,Crassostrea,Atlantic Ocean,,Long Island Sound,USA,Connecticut,New Haven County,West Haven,Savin Rock,Shallow intertidal just off Bradley Rocks and along Bradley Point.,0,1,6/15/17,2017,Elder,41.251039,-72.9572
133,133,IZ.097055,Gammarus mucronatus,Arthropoda,Malacostraca,Amphipoda,Gammaridae,Gammarus,Atlantic Ocean,,Long Island Sound,USA,Connecticut,New Haven County,West Haven,Savin Rock,Tidepools near Bradley Point rocks.,0,1,6/21/17,2017,Elder,41.251694,-72.957133
134,134,IZ.097058,Ilyanassa obsoleta,Mollusca,Gastropoda,Neogastropoda,Nassariidae,Ilyanassa,Atlantic Ocean,,Long Island Sound,USA,Connecticut,New Haven County,West Haven,Savin Rock,Tidepools near Bradley Point rocks.,0,1,6/21/17,2017,Elder,41.251694,-72.957133
135,135,IZ.097077,Enoplobranchus sanguineus,Annelida,Polychaeta,Terebellida,Terebellidae,Enoplobranchus,Atlantic Ocean,,Long Island Sound,USA,Connecticut,New Haven County,West Haven,Savin Rock,Tidepools near Bradley Point rocks.,0,1,6/26/17,2017,Elder,41.2517,-72.9572
136,136,IZ.097156,Hydroides dianthus,Annelida,Polychaeta,Sedentarida,Serpulidae,Hydroides,Atlantic Ocean,,Long Island Sound,USA,Connecticut,New Haven County,West Haven,Savin Rock,Tidepools near Bradley Point rocks.,0,1,6/26/17,2017,Elder,41.2517,-72.9572
137,137,IZ.097157,Enoplobranchus sanguineus,Annelida,Polychaeta,Terebellida,Terebellidae,Enoplobranchus,Atlantic Ocean,,Long Island Sound,USA,Connecticut,New Haven County,West Haven,Savin Rock,Tidepools near Bradley Point rocks.,0,1,6/21/17,2017,Elder,41.251694,-72.957133
138,138,IZ.097158,Ampithoe valida,Arthropoda,Malacostraca,Amphipoda,Ampithoidae,Ampithoe,Atlantic Ocean,,Long Island Sound,USA,Connecticut,New Haven County,West Haven,Savin Rock,Tidepools near Bradley Point rocks.,0,1,6/21/17,2017,Elder,41.251694,-72.957133
139,139,IZ.097159,Grandidierella,Arthropoda,Malacostraca,Amphipoda,Aoridae,Grandidierella,Atlantic Ocean,,Long Island Sound,USA,Connecticut,New Haven County,West Haven,Savin Rock,Tidepools near Bradley Point rocks.,0,1,6/21/17,2017,Elder,41.251694,-72.957133
140,140,IZ.097160,Grandidierella,Arthropoda,Malacostraca,Amphipoda,Aoridae,Grandidierella,Atlantic Ocean,,Long Island Sound,USA,Connecticut,New Haven County,West Haven,Savin Rock,Tidepools near Bradley Point rocks.,0,1,6/21/17,2017,Elder,41.251694,-72.957133
141,141,IZ.097191,Polydora ciliata,Annelida,Polychaeta,Sedentarida,Spionidae,Polydora,Atlantic Ocean,,Long Island Sound,USA,Connecticut,New Haven County,West Haven,Savin Rock,Tidepools near Bradley Point rocks.,0,1,6/21/17,2017,Elder,41.251694,-72.957133
142,142,IZ.097366,Clathria prolifera,Porifera,Demospongiae,Poecilosclerida,Microcionidae,Clathria,Atlantic Ocean,,Long Island Sound,USA,Connecticut,New Haven County,West Haven,Savin Rock,Tidepools near Bradley Point rocks.,0,1,6/26/17,2017,Elder,41.2517,-72.9572
143,143,IZ.097412,Libinia emarginata,Arthropoda,Malacostraca,Decapoda,Pisidae,Libinia,Atlantic Ocean,,Long Island Sound,USA,Connecticut,New Haven County,West Haven,Savin Rock,Tidepools near Bradley Point rocks.,0,1,6/26/17,2017,Elder,41.2517,-72.9572
144,144,IZ.097413,Clathria prolifera,Porifera,Demospongiae,Poecilosclerida,Microcionidae,Clathria,Atlantic Ocean,,Long Island Sound,USA,Connecticut,New Haven County,West Haven,Savin Rock,Tidepools near Bradley Point rocks.,0,1,6/26/17,2017,Elder,41.2517,-72.9572
145,145,IZ.097414,Clathria prolifera,Porifera,Demospongiae,Poecilosclerida,Microcionidae,Clathria,Atlantic Ocean,,Long Island Sound,USA,Connecticut,New Haven County,West Haven,Savin Rock,Tidepools near Bradley Point rocks.,0,1,6/26/17,2017,Elder,41.2517,-72.9572
146,146,IZ.097415,Mya arenaria,Mollusca,Bivalvia,Myoida,Myidae,Mya,Atlantic Ocean,,Long Island Sound,USA,Connecticut,New Haven County,West Haven,Savin Rock,Tidepools near Bradley Point rocks.,0,1,6/26/17,2017,Elder,41.2517,-72.9572
147,147,IZ.097416,Crepidula fornicata,Mollusca,Gastropoda,Littorinimorpha,Calyptraeidae,Crepidula,Atlantic Ocean,,Long Island Sound,USA,Connecticut,New Haven County,West Haven,Savin Rock,Tidepools near Bradley Point rocks.,0,1,6/26/17,2017,Elder,41.2517,-72.9572
148,148,IZ.097417,Palaemon macrodactylus,Arthropoda,Malacostraca,Decapoda,Palaemonidae,Palaemon,Atlantic Ocean,,Long Island Sound,USA,Connecticut,New Haven County,West Haven,Savin Rock,Tidepools near Bradley Point rocks.,0,1,6/26/17,2017,Elder,41.2517,-72.9572
149,149,IZ.097418,Cryptosula pallasiana,Bryozoa,Gymnolaemata,Cheilostomatida,Cryptosulidae,Cryptosula,Atlantic Ocean,,Long Island Sound,USA,Connecticut,New Haven County,West Haven,Savin Rock,Tidepools near Bradley Point rocks.,0,1,6/26/17,2017,Elder,41.2517,-72.9572
150,150,IZ.097434,Littorina littorea,Mollusca,Gastropoda,Littorinimorpha,Littorinidae,Littorina,Atlantic Ocean,,Long Island Sound,USA,Connecticut,New Haven County,West Haven,Savin Rock,Tidepools near Bradley Point rocks.,0,1,6/21/17,2017,Elder,41.251694,-72.957133
151,151,IZ.097449,Ilyanassa obsoleta,Mollusca,Gastropoda,Neogastropoda,Nassariidae,Ilyanassa,Atlantic Ocean,,Long Island Sound,USA,Connecticut,New Haven County,West Haven,Savin Rock,Tidepools near Bradley Point rocks.,0,1,6/21/17,2017,Elder,41.251694,-72.957133
152,152,IZ.097459,Ilyanassa trivittata,Mollusca,Gastropoda,Neogastropoda,Nassariidae,Ilyanassa,Atlantic Ocean,,Long Island Sound,USA,Connecticut,New Haven County,West Haven,Savin Rock,Tidepools near Bradley Point rocks.,0,1,6/21/17,2017,Elder,41.251694,-72.957133
153,153,IZ.097470,Littorina obtusata,Mollusca,Gastropoda,Littorinimorpha,Littorinidae,Littorina,Atlantic Ocean,,Long Island Sound,USA,Connecticut,New Haven County,West Haven,Savin Rock,Tidepools near Bradley Point rocks.,0,1,6/21/17,2017,Elder,41.251694,-72.957133
154,154,IZ.097483,Mitrella lunata,Mollusca,Gastropoda,Neogastropoda,Columbellidae,Mitrella,Atlantic Ocean,,Long Island Sound,USA,Connecticut,New Haven County,West Haven,Savin Rock,Tidepools near Bradley Point rocks.,0,1,6/21/17,2017,Elder,41.251694,-72.957133
155,155,IZ.097503,Lacuna vincta,Mollusca,Gastropoda,Littorinimorpha,Littorinidae,Lacuna,Atlantic Ocean,,Long Island Sound,USA,Connecticut,New Haven County,West Haven,Savin Rock,Tidepools near Bradley Point rocks.,0,1,6/21/17,2017,Elder,41.251694,-72.957133
156,156,IZ.097528,Copepoda,Arthropoda,Copepoda,,,,Atlantic Ocean,,Long Island Sound,USA,Connecticut,New Haven County,West Haven,Savin Rock,Tidepools near Bradley Point rocks.,0,1,6/21/17,2017,Elder,41.251694,-72.957133
157,157,IZ.097534,Calanoida,Arthropoda,Copepoda,Calanoida,,,Atlantic Ocean,,Long Island Sound,USA,Connecticut,New Haven County,West Haven,Savin Rock,Tidepools near Bradley Point rocks.,0,1,6/21/17,2017,Elder,41.251694,-72.957133
158,158,IZ.097542,Corophium insidiosum,Arthropoda,Malacostraca,Amphipoda,Ischyroceridae,Corophium,Atlantic Ocean,,Long Island Sound,USA,Connecticut,New Haven County,West Haven,Savin Rock,Tidepools near Bradley Point rocks.,0,1,6/21/17,2017,Elder,41.251694,-72.957133
159,159,IZ.097544,Caprella penantis,Arthropoda,Malacostraca,Amphipoda,Caprellidae,Caprella,Atlantic Ocean,,Long Island Sound,USA,Connecticut,New Haven County,West Haven,Savin Rock,Tidepools near Bradley Point rocks.,0,1,6/21/17,2017,Elder,41.251694,-72.957133
160,160,IZ.097560,Alitta virens,Annelida,Polychaeta,,Nereididae,Alitta,Atlantic Ocean,,Long Island Sound,USA,Connecticut,New Haven County,West Haven,Savin Rock,Shallow intertidal just off Bradley Rocks and along Bradley Point.,0,1,6/15/17,2017,Elder,41.251039,-72.9572
161,161,IZ.097575,Enoplobranchus sanguineus,Annelida,Polychaeta,Terebellida,Terebellidae,Enoplobranchus,Atlantic Ocean,,Long Island Sound,USA,Connecticut,New Haven County,West Haven,Savin Rock,Shallow intertidal just off Bradley Rocks and along Bradley Point.,0,1,6/15/17,2017,Elder,41.251039,-72.9572
162,162,IZ.097753,Grandidierella,Arthropoda,Malacostraca,Amphipoda,Aoridae,Grandidierella,Atlantic Ocean,,Long Island Sound,USA,Connecticut,New Haven County,West Haven,Savin Rock,Tidepools near Bradley Point rocks.,0,1,6/26/17,2017,Elder,41.2517,-72.9572
163,163,IZ.097754,Chiridotea coeca,Arthropoda,Malacostraca,Isopoda,Idoteidae,Chiridotea,Atlantic Ocean,,Long Island Sound,USA,Connecticut,New Haven County,West Haven,Savin Rock,Tidepools near Bradley Point rocks.,0,1,6/26/17,2017,Elder,41.2517,-72.9572
164,164,IZ.097755,Crangon septemspinosa,Arthropoda,Malacostraca,Decapoda,Crangonidae,Crangon,Atlantic Ocean,,Long Island Sound,USA,Connecticut,New Haven County,West Haven,Savin Rock,Tidepools near Bradley Point rocks.,0,1,6/26/17,2017,Elder,41.2517,-72.9572
165,165,IZ.097756,Gemma gemma,Mollusca,Bivalvia,Veneroida,Veneridae,Gemma,Atlantic Ocean,,Long Island Sound,USA,Connecticut,New Haven County,West Haven,Savin Rock,Tidepools near Bradley Point rocks.,0,1,6/26/17,2017,Elder,41.2517,-72.9572
166,166,IZ.097757,Harmothoe imbricata,Annelida,Polychaeta,Phyllodocida,Polynoidae,Harmothoe,Atlantic Ocean,,Long Island Sound,USA,Connecticut,New Haven County,West Haven,Savin Rock,Tidepools near Bradley Point rocks.,0,1,6/26/17,2017,Elder,41.2517,-72.9572
167,167,IZ.097776,Carcinus maenas,Arthropoda,Malacostraca,Decapoda,Portunidae,Carcinus,Atlantic Ocean,,Long Island Sound,USA,Connecticut,New Haven County,West Haven,Savin Rock,Rocky area west side of Bradley Point.,0,1,6/30/17,2017,Elder,41.252228,-72.956392
168,168,IZ.097777,Polydora ciliata,Annelida,Polychaeta,Sedentarida,Spionidae,Polydora,Atlantic Ocean,,Long Island Sound,USA,Connecticut,New Haven County,West Haven,Savin Rock,Tidepools near Bradley Point rocks.,0,1,6/26/17,2017,Elder,41.2517,-72.9572
169,169,IZ.097778,Enoplobranchus sanguineus,Annelida,Polychaeta,Terebellida,Terebellidae,Enoplobranchus,Atlantic Ocean,,Long Island Sound,USA,Connecticut,New Haven County,West Haven,Savin Rock,Rocky area west side of Bradley Point.,0,1,6/30/17,2017,Elder,41.252228,-72.956392
170,170,IZ.097779,Enoplobranchus sanguineus,Annelida,Polychaeta,Terebellida,Terebellidae,Enoplobranchus,Atlantic Ocean,,Long Island Sound,USA,Connecticut,New Haven County,West Haven,Savin Rock,Rocky area west side of Bradley Point.,0,1,6/30/17,2017,Elder,41.252228,-72.956392
171,171,IZ.097780,Harmothoe imbricata,Annelida,Polychaeta,Phyllodocida,Polynoidae,Harmothoe,Atlantic Ocean,,Long Island Sound,USA,Connecticut,New Haven County,West Haven,Savin Rock,Tidepools near Bradley Point rocks.,0,1,6/26/17,2017,Elder,41.2517,-72.9572
172,172,IZ.097781,Leitoscoloplos fragilis,Annelida,Polychaeta,Orbiniida,Orbiniidae,Leitoscoloplos,Atlantic Ocean,,Long Island Sound,USA,Connecticut,New Haven County,West Haven,Savin Rock,Rocky area west side of Bradley Point.,0,1,6/30/17,2017,Elder,41.252228,-72.956392
173,173,IZ.097782,Anomia simplex,Mollusca,Bivalvia,Pterioida,Anomiidae,Anomia,Atlantic Ocean,,Long Island Sound,USA,Connecticut,New Haven County,West Haven,Savin Rock,Rocky area west side of Bradley Point.,0,1,6/30/17,2017,Elder,41.252228,-72.956392
174,174,IZ.097783,Cerebratulus lacteus,Nemertina,Anopla,Heteronemertea,Lineidae,Cerebratulus,Atlantic Ocean,,Long Island Sound,USA,Connecticut,New Haven County,West Haven,Savin Rock,Rocky area west side of Bradley Point.,0,1,6/30/17,2017,Elder,41.252228,-72.956392
175,175,IZ.097784,Grandidierella,Arthropoda,Malacostraca,Amphipoda,Aoridae,Grandidierella,Atlantic Ocean,,Long Island Sound,USA,Connecticut,New Haven County,West Haven,Savin Rock,Rocky area west side of Bradley Point.,0,1,6/30/17,2017,Elder,41.252228,-72.956392
176,176,IZ.097785,Pagurus longicarpus,Arthropoda,Malacostraca,Decapoda,Paguridae,Pagurus,Atlantic Ocean,,Long Island Sound,USA,Connecticut,New Haven County,West Haven,Savin Rock,Tidepools near Bradley Point rocks.,0,1,6/21/17,2017,Elder,41.251694,-72.957133
177,177,IZ.097786,Neverita duplicata,Mollusca,Gastropoda,Littorinimorpha,Naticidae,Neverita,Atlantic Ocean,,Long Island Sound,USA,Connecticut,New Haven County,West Haven,Savin Rock,Tidepools near Bradley Point rocks.,0,1,6/21/17,2017,Elder,41.251694,-72.957133
178,178,IZ.097787,Schistomeringos rudolphii,Annelida,Polychaeta,Eunicida,Dorvilleidae,Schistomeringos,Atlantic Ocean,,Long Island Sound,USA,Connecticut,New Haven County,West Haven,Savin Rock,Tidepools near Bradley Point rocks.,0,1,6/26/17,2017,Elder,41.2517,-72.9572
179,179,IZ.097788,Schistomeringos rudolphii,Annelida,Polychaeta,Eunicida,Dorvilleidae,Schistomeringos,Atlantic Ocean,,Long Island Sound,USA,Connecticut,New Haven County,West Haven,Savin Rock,Tidepools near Bradley Point rocks.,0,1,6/26/17,2017,Elder,41.2517,-72.9572
180,180,IZ.097789,Streblospio benedicti,Annelida,Polychaeta,Sedentarida,Spionidae,Streblospio,Atlantic Ocean,,Long Island Sound,USA,Connecticut,New Haven County,West Haven,Savin Rock,Tidepools near Bradley Point rocks.,0,1,6/26/17,2017,Elder,41.2517,-72.9572
181,181,IZ.097790,Leitoscoloplos fragilis,Annelida,Polychaeta,Orbiniida,Orbiniidae,Leitoscoloplos,Atlantic Ocean,,Long Island Sound,USA,Connecticut,New Haven County,West Haven,Savin Rock,Tidepools near Bradley Point rocks.,0,1,6/26/17,2017,Elder,41.2517,-72.9572
182,182,IZ.097791,Idotea balthica,Arthropoda,Malacostraca,Isopoda,Idoteidae,Idotea,Atlantic Ocean,,Long Island Sound,USA,Connecticut,New Haven County,West Haven,Savin Rock,Rocky area west side of Bradley Point.,0,1,6/30/17,2017,Elder,41.252228,-72.956392
183,183,IZ.097792,Idotea balthica,Arthropoda,Malacostraca,Isopoda,Idoteidae,Idotea,Atlantic Ocean,,Long Island Sound,USA,Connecticut,New Haven County,West Haven,Savin Rock,Rocky area west side of Bradley Point.,0,1,6/30/17,2017,Elder,41.252228,-72.956392
184,184,IZ.097793,Boonea bisuturalis,Mollusca,Gastropoda,,Pyramidellidae,Boonea,Atlantic Ocean,,Long Island Sound,USA,Connecticut,New Haven County,West Haven,Savin Rock,Tidepools near Bradley Point rocks.,0,1,6/26/17,2017,Elder,41.2517,-72.9572
185,185,IZ.097794,Harmothoe imbricata,Annelida,Polychaeta,Phyllodocida,Polynoidae,Harmothoe,Atlantic Ocean,,Long Island Sound,USA,Connecticut,New Haven County,West Haven,Savin Rock,Rocky area west side of Bradley Point.,0,1,6/30/17,2017,Elder,41.252228,-72.956392
186,186,IZ.097795,Harmothoe imbricata,Annelida,Polychaeta,Phyllodocida,Polynoidae,Harmothoe,Atlantic Ocean,,Long Island Sound,USA,Connecticut,New Haven County,West Haven,Savin Rock,Rocky area west side of Bradley Point.,0,1,6/30/17,2017,Elder,41.252228,-72.956392
187,187,IZ.097827,Enoplobranchus sanguineus,Annelida,Polychaeta,Terebellida,Terebellidae,Enoplobranchus,Atlantic Ocean,,Long Island Sound,USA,Connecticut,New Haven County,West Haven,Savin Rock,Tidepools near Bradley Point rocks.,0,1,6/26/17,2017,Elder,41.2517,-72.9572
188,188,IZ.097828,Enoplobranchus sanguineus,Annelida,Polychaeta,Terebellida,Terebellidae,Enoplobranchus,Atlantic Ocean,,Long Island Sound,USA,Connecticut,New Haven County,West Haven,Savin Rock,Tidepools near Bradley Point rocks.,0,1,6/26/17,2017,Elder,41.2517,-72.9572
189,189,IZ.097829,Enoplobranchus sanguineus,Annelida,Polychaeta,Terebellida,Terebellidae,Enoplobranchus,Atlantic Ocean,,Long Island Sound,USA,Connecticut,New Haven County,West Haven,Savin Rock,Tidepools near Bradley Point rocks.,0,1,6/26/17,2017,Elder,41.2517,-72.9572
190,190,IZ.097830,Enoplobranchus sanguineus,Annelida,Polychaeta,Terebellida,Terebellidae,Enoplobranchus,Atlantic Ocean,,Long Island Sound,USA,Connecticut,New Haven County,West Haven,Savin Rock,Tidepools near Bradley Point rocks.,0,1,6/26/17,2017,Elder,41.2517,-72.9572
191,191,IZ.097872,Neverita duplicata,Mollusca,Gastropoda,Littorinimorpha,Naticidae,Neverita,Atlantic Ocean,,Long Island Sound,USA,Connecticut,New Haven County,New Haven,Lighthouse Point,Sediment sieving along shore near the lighthouse and shore line of western breakwall rocks,0,1,7/5/17,2017,Elder,72.904255,-41.247607
192,192,IZ.098016,Ampithoe valida,Arthropoda,Malacostraca,Amphipoda,Ampithoidae,Ampithoe,Atlantic Ocean,,Long Island Sound,USA,Connecticut,New Haven County,New Haven,Lighthouse Point,Sediment sieving along shore near the lighthouse and shore line of western breakwall rocks,0,1,7/5/17,2017,Elder,72.904255,-41.247607
193,193,IZ.098017,Ampithoe valida,Arthropoda,Malacostraca,Amphipoda,Ampithoidae,Ampithoe,Atlantic Ocean,,Long Island Sound,USA,Connecticut,New Haven County,New Haven,Lighthouse Point,Sediment sieving along shore near the lighthouse and shore line of western breakwall rocks,0,1,7/5/17,2017,Elder,72.904255,-41.247607
194,194,IZ.098018,Palaemonetes,Arthropoda,Malacostraca,Decapoda,Palaemonidae,Palaemonetes,Atlantic Ocean,,Long Island Sound,USA,Connecticut,New Haven County,New Haven,Lighthouse Point,Sediment sieving along shore near the lighthouse and shore line of western breakwall rocks,0,1,7/5/17,2017,Elder,72.904255,-41.247607
195,195,IZ.098089,Ampithoe valida,Arthropoda,Malacostraca,Amphipoda,Ampithoidae,Ampithoe,Atlantic Ocean,,Long Island Sound,USA,Connecticut,New Haven County,New Haven,Lighthouse Point,Sediment sieving along shore near the lighthouse and shore line of western breakwall rocks,0,1,7/5/17,2017,Elder,72.904255,-41.247607
